Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Cesar.Talia,2019-10-21 03:29:03,01:58:09,,Shakespeare enamorado,,Chrome PC (Cadmium),01:57:36,01:57:36,AR (Argentina)
Cesar.Talia,2019-10-19 18:35:21,00:00:30,,La casa de las flores: Temporada 2: LOTO (Símb. misterio) (Capítulo 3),,Android DefaultWidevineL3Phone Android Phone,00:06:31,Not latest view,AR (Argentina)
Cesar.Talia,2019-10-19 05:47:02,00:04:59,Autoplayed: user action: Unspecified; ,La casa de las flores: Temporada 2: LOTO (Símb. misterio) (Capítulo 3),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:06:03,Not latest view,AR (Argentina)
Cesar.Talia,2019-10-19 05:11:54,00:30:09,Autoplayed: user action: Unspecified; ,La casa de las flores: Temporada 2: IRIS (Símb. fe) (Capítulo 2),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:31:07,Not latest view,AR (Argentina)
Cesar.Talia,2019-10-19 04:33:43,00:37:22,,La casa de las flores: Temporada 2: ROSA (Símb. unidad) (Capítulo 1),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:38:20,Not latest view,AR (Argentina)
Cesar.Talia,2019-10-19 03:50:50,00:00:07,,La casa de las flores: Temporada 2: ALMENDRO (Símb. despertar) (Capítulo 4),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:00:07,Not latest view,AR (Argentina)
Cesar.Talia,2019-10-19 03:48:38,01:37:37,,Los fantasmas de mis ex,,LG 2014 MTK Smart TV,01:36:23,01:36:23,AR (Argentina)
Cesar.Talia,2019-10-19 03:02:40,00:41:39,,Wu Assassins: Temporada 1: Sandía borracha (Capítulo 1),,LG 2014 MTK Smart TV,00:41:39,00:41:39,AR (Argentina)
Cesar.Talia,2019-10-19 02:47:22,00:13:32,,SAINT SEIYA: Los Caballeros del Zodiaco: Parte I: Seiya (Capítulo 1),,LG 2014 MTK Smart TV,00:13:31,00:13:31,AR (Argentina)
Cesar.Talia,2019-10-18 23:17:31,00:08:02,,La casa de las flores: Temporada 2: ALMENDRO (Símb. despertar) (Capítulo 4),,Chrome PC (Cadmium),00:09:07,Not latest view,AR (Argentina)
Cesar.Talia,2019-10-18 22:57:27,00:00:01,,La casa de las flores: Temporada 2: ALMENDRO (Símb. despertar) (Capítulo 4),,Chrome PC (Cadmium),00:00:07,Not latest view,AR (Argentina)
Cesar.Talia,2019-10-18 22:21:04,00:28:40,,La casa de las flores: Temporada 2: LOTO (Símb. misterio) (Capítulo 3),,Chrome PC (Cadmium),00:29:53,Not latest view,AR (Argentina)
Cesar.Talia,2019-10-18 22:10:31,00:09:41,,La casa de las flores: Temporada 2: IRIS (Símb. fe) (Capítulo 2),,Chrome PC (Cadmium),00:31:04,Not latest view,AR (Argentina)
Cesar.Talia,2019-10-18 20:35:18,00:20:24,,La casa de las flores: Temporada 2: IRIS (Símb. fe) (Capítulo 2),,Chrome PC (Cadmium),00:21:23,Not latest view,AR (Argentina)
Cesar.Talia,2019-10-18 19:54:07,00:37:15,,La casa de las flores: Temporada 2: ROSA (Símb. unidad) (Capítulo 1),,Chrome PC (Cadmium),00:38:16,Not latest view,AR (Argentina)
Cesar.Talia,2019-10-16 20:43:59,00:15:42,,Friends: Temporada 6: Ross sale con una estudiante (Capítulo 18),,Android DefaultWidevineL3Phone Android Phone,00:16:04,00:16:04,AR (Argentina)
Cesar.Talia,2019-10-16 20:42:02,00:00:04,,"Yo soy Betty, la fea: Temporada 1: Episodio 1 (Capítulo 1)",,Android DefaultWidevineL3Phone Android Phone,00:17:01,00:17:01,AR (Argentina)
Cesar.Talia,2019-10-16 05:27:02,01:33:42,,Diario de una pasión,,Android DefaultWidevineL3Phone Android Phone,01:58:26,01:58:26,AR (Argentina)
Cesar.Talia,2019-10-16 05:18:04,00:08:29,,Diario de una pasión,,Android DefaultWidevineL3Phone Android Phone,00:11:00,Not latest view,AR (Argentina)
Cesar.Talia,2019-10-15 22:01:29,00:58:16,,Solteras,,Chrome PC (Cadmium),01:32:26,01:32:26,AR (Argentina)
Cesar.Talia,2019-10-14 19:46:46,00:34:00,,Solteras,,Chrome PC (Cadmium),00:34:00,Not latest view,AR (Argentina)
Cesar.Talia,2019-10-14 19:34:44,00:11:41,,Animales fantásticos y dónde encontrarlos,,Chrome PC (Cadmium),00:32:34,00:32:34,AR (Argentina)
Cesar.Talia,2019-10-14 17:40:17,00:01:32,,Animales fantásticos y dónde encontrarlos,,Chrome PC (Cadmium),00:20:53,Not latest view,AR (Argentina)
Cesar.Talia,2019-10-14 17:06:47,00:21:24,,Friends: Temporada 6: El unagi (Capítulo 17),,Chrome PC (Cadmium),00:21:52,00:21:52,AR (Argentina)
Cesar.Talia,2019-10-13 18:16:08,00:00:04,,Friends: Temporada 6: El chiste (Capítulo 12),,Android DefaultWidevineL3Phone Android Phone,00:16:53,00:16:53,AR (Argentina)
Cesar.Talia,2019-10-13 01:00:20,00:50:03,Autoplayed: user action: Unspecified; ,Vis a vis: Temporada 4: La marea amarilla (Capítulo 8),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:50:32,00:50:32,AR (Argentina)
Cesar.Talia,2019-10-12 23:59:01,00:54:06,Autoplayed: user action: Unspecified; ,Vis a vis: Temporada 4: Vuelta a casa (Capítulo 7),,LG LG 2017 MStar M2R Standard DTV Smart TV,01:01:57,01:01:57,AR (Argentina)
Cesar.Talia,2019-10-12 23:03:27,00:17:21,,Friends: Temporada 6: El chiste (Capítulo 12),,LG 2013 MTK Smart TV,00:17:21,Not latest view,AR (Argentina)
Cesar.Talia,2019-10-12 22:41:13,00:21:53,,Friends: Temporada 6: La mesa de boticario (Capítulo 11),,LG 2013 MTK Smart TV,00:21:53,00:21:53,AR (Argentina)
Cesar.Talia,2019-10-12 22:18:58,00:21:54,,Friends: Temporada 6: La rutina de baile (Capítulo 10),,LG 2013 MTK Smart TV,00:21:54,00:21:54,AR (Argentina)
Cesar.Talia,2019-10-12 22:05:47,00:12:49,,Friends: Temporada 6: Cuando Ross se drogó (Capítulo 9),,LG 2013 MTK Smart TV,00:22:34,00:22:34,AR (Argentina)
Cesar.Talia,2019-10-12 03:16:08,00:09:35,Autoplayed: user action: None; ,Vis a vis: Temporada 4: Vuelta a casa (Capítulo 7),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:09:40,Not latest view,AR (Argentina)
Cesar.Talia,2019-10-12 02:37:22,00:38:18,Autoplayed: user action: Unspecified; ,Vis a vis: Temporada 4: Mala persona (Capítulo 6),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:48:16,00:48:16,AR (Argentina)
Cesar.Talia,2019-10-11 03:00:21,01:34:03,,Dicen por ahí...,,LG 2013 MTK Smart TV,01:34:03,01:34:03,AR (Argentina)
Cesar.Talia,2019-10-10 23:47:39,00:09:45,,Friends: Temporada 6: Cuando Ross se drogó (Capítulo 9),,LG 2013 MTK Smart TV,00:09:45,Not latest view,AR (Argentina)
Cesar.Talia,2019-10-10 23:26:12,00:21:02,,Friends: Temporada 6: Los dientes de Ross (Capítulo 8),,LG 2013 MTK Smart TV,00:21:41,00:21:41,AR (Argentina)
Cesar.Talia,2019-10-10 22:15:24,00:00:11,,Friends: Temporada 6: Los dientes de Ross (Capítulo 8),,LG 2013 MTK Smart TV,00:00:11,Not latest view,AR (Argentina)
Cesar.Talia,2019-10-10 21:53:10,00:21:52,,Friends: Temporada 6: La forma de correr de Phoebe (Capítulo 7),,LG 2013 MTK Smart TV,00:21:52,00:21:52,AR (Argentina)
Cesar.Talia,2019-10-10 21:22:10,00:21:26,,Friends: Temporada 6: La última noche juntas (Capítulo 6),,LG 2013 MTK Smart TV,00:21:52,00:21:52,AR (Argentina)
Cesar.Talia,2019-10-10 17:06:15,00:19:58,,Animales fantásticos y dónde encontrarlos,,Android DefaultWidevineL3Phone Android Phone,00:19:21,Not latest view,AR (Argentina)
Cesar.Talia,2019-10-10 03:06:35,00:08:02,Autoplayed: user action: Unspecified; ,Vis a vis: Temporada 4: Mala persona (Capítulo 6),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:09:59,Not latest view,AR (Argentina)
Cesar.Talia,2019-10-10 01:55:54,00:26:10,Autoplayed: user action: Unspecified; ,Vis a vis: Temporada 4: Traición (Capítulo 5),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:41:44,00:41:44,AR (Argentina)
Cesar.Talia,2019-10-10 01:52:24,00:00:29,Autoplayed: user action: None; ,Friends: Temporada 6: La última noche juntas (Capítulo 6),,Chrome PC (Cadmium),00:00:29,Not latest view,AR (Argentina)
Cesar.Talia,2019-10-10 01:30:39,00:21:33,Autoplayed: user action: None; ,Friends: Temporada 6: El Porsche de Joey (Capítulo 5),,Chrome PC (Cadmium),00:21:52,00:21:52,AR (Argentina)
Cesar.Talia,2019-10-10 00:57:25,00:21:22,Autoplayed: user action: None; ,Friends: Temporada 6: Joey pierde su seguro médico (Capítulo 4),,Chrome PC (Cadmium),00:21:52,00:21:52,AR (Argentina)
Cesar.Talia,2019-10-10 00:32:47,00:21:31,,Friends: Temporada 6: ¿El tercer divorcio? (Capítulo 3),,Chrome PC (Cadmium),00:21:54,00:21:54,AR (Argentina)
Cesar.Talia,2019-10-09 13:54:15,00:07:22,,Friends: Temporada 6: Ross abraza a Rachel (Capítulo 2),,Android DefaultWidevineL3Phone Android Phone,00:21:53,00:21:53,AR (Argentina)
Cesar.Talia,2019-10-09 13:44:54,00:08:46,,Friends: Temporada 6: Ross abraza a Rachel (Capítulo 2),,Android DefaultWidevineL3Phone Android Phone,00:14:36,Not latest view,AR (Argentina)
Cesar.Talia,2019-10-09 00:45:56,00:16:18,Autoplayed: user action: Unspecified; ,Vis a vis: Temporada 4: Traición (Capítulo 5),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:18:03,Not latest view,AR (Argentina)
Cesar.Talia,2019-10-09 00:16:41,00:27:30,,Vis a vis: Temporada 4: Mamá (Capítulo 4),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:51:50,00:51:50,AR (Argentina)
Cesar.Talia,2019-10-08 13:06:05,00:05:28,,Friends: Temporada 6: Ross abraza a Rachel (Capítulo 2),,Android DefaultWidevineL3Phone Android Phone,00:05:58,Not latest view,AR (Argentina)
Cesar.Talia,2019-10-08 02:01:42,00:03:59,,Friends: Temporada 6: Después de Las Vegas (Capítulo 1),,Android DefaultWidevineL3Phone Android Phone,00:21:23,00:21:23,AR (Argentina)
Cesar.Talia,2019-10-08 01:52:27,00:09:06,,Friends: Temporada 6: Después de Las Vegas (Capítulo 1),,Android DefaultWidevineL3Phone Android Phone,00:17:36,Not latest view,AR (Argentina)
Cesar.Talia,2019-10-07 23:47:00,00:08:30,,Friends: Temporada 6: Después de Las Vegas (Capítulo 1),,Chrome PC (Cadmium),00:09:01,Not latest view,AR (Argentina)
Cesar.Talia,2019-10-07 23:21:47,00:20:08,,Friends: Temporada 5: Viaje Las Vegas: Segunda parte (Capítulo 24),,Chrome PC (Cadmium),00:21:35,00:21:35,AR (Argentina)
Cesar.Talia,2019-10-07 23:17:39,00:03:06,,Friends: Temporada 5: Viaje Las Vegas: Primera parte (Capítulo 23),,Chrome PC (Cadmium),00:22:07,00:22:07,AR (Argentina)
Cesar.Talia,2019-10-07 17:37:31,00:15:46,,Friends: Temporada 5: Viaje Las Vegas: Primera parte (Capítulo 23),,Chrome PC (Cadmium),00:19:09,Not latest view,AR (Argentina)
Cesar.Talia,2019-10-07 14:42:19,00:02:55,Autoplayed: user action: None; ,Friends: Temporada 5: Viaje Las Vegas: Primera parte (Capítulo 23),,Chrome PC (Cadmium),00:03:23,Not latest view,AR (Argentina)
Cesar.Talia,2019-10-07 14:15:28,00:21:22,,Friends: Temporada 5: El gran triunfo de Joey (Capítulo 22),,Chrome PC (Cadmium),00:22:04,00:22:04,AR (Argentina)
Cesar.Talia,2019-10-07 13:59:10,00:16:14,,Friends: Temporada 5: La pelota (Capítulo 21),,Chrome PC (Cadmium),00:22:03,00:22:03,AR (Argentina)
Cesar.Talia,2019-10-07 02:36:44,00:26:28,Autoplayed: user action: Unspecified; ,Vis a vis: Temporada 4: Mamá (Capítulo 4),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:27:55,Not latest view,AR (Argentina)
Cesar.Talia,2019-10-07 01:50:55,00:43:57,Autoplayed: user action: Unspecified; ,Vis a vis: Temporada 4: El umbral del dolor (Capítulo 3),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:44:35,00:44:35,AR (Argentina)
Cesar.Talia,2019-10-07 01:29:01,00:21:15,Autoplayed: user action: Unspecified; ,Vis a vis: Temporada 4: La fuga (Capítulo 2),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:45:19,00:45:19,AR (Argentina)
Cesar.Talia,2019-10-07 00:23:16,00:27:31,,Erased: Temporada 1: Episodio 12 (Capítulo 12),,LG 2014 MTK Smart TV,00:27:30,00:27:30,AR (Argentina)
Cesar.Talia,2019-10-06 23:54:07,00:25:22,,Erased: Temporada 1: Episodio 11 (Capítulo 11),,LG 2014 MTK Smart TV,00:25:20,00:25:20,AR (Argentina)
Cesar.Talia,2019-10-06 10:50:50,00:05:12,,Friends: Temporada 5: La pelota (Capítulo 21),,Android DefaultWidevineL3Phone Android Phone,00:05:49,Not latest view,AR (Argentina)
Cesar.Talia,2019-10-06 10:50:44,00:00:01,,Vis a vis: Temporada 4: La fuga (Capítulo 2),,Android DefaultWidevineL3Phone Android Phone,00:24:05,Not latest view,AR (Argentina)
Cesar.Talia,2019-10-05 19:14:43,00:00:44,Autoplayed: user action: None; ,Friends: Temporada 5: La pelota (Capítulo 21),,Chrome PC (Cadmium),00:00:44,Not latest view,AR (Argentina)
Cesar.Talia,2019-10-05 18:50:29,00:21:30,,Friends: Temporada 5: Ronda policiaca (Capítulo 20),,Chrome PC (Cadmium),00:22:09,00:22:09,AR (Argentina)
Cesar.Talia,2019-10-05 18:31:06,00:19:19,,Friends: Temporada 5: Cuando Ross no puede coquetear (Capítulo 19),,Chrome PC (Cadmium),00:22:05,00:22:05,AR (Argentina)
Cesar.Talia,2019-10-05 05:14:56,00:02:13,,Friends: Temporada 5: Cuando Ross no puede coquetear (Capítulo 19),,Android DefaultWidevineL3Phone Android Phone,00:02:54,Not latest view,AR (Argentina)
Cesar.Talia,2019-10-05 04:53:01,00:21:26,,Friends: Temporada 5: Cuando Rachel fuma (Capítulo 18),,Android DefaultWidevineL3Phone Android Phone,00:22:06,00:22:06,AR (Argentina)
Cesar.Talia,2019-10-05 04:49:55,00:03:02,,"Friends: Temporada 5: Rachel, la despistada (Capítulo 17)",,Android DefaultWidevineL3Phone Android Phone,00:22:09,00:22:09,AR (Argentina)
Cesar.Talia,2019-10-04 16:57:09,00:14:35,,"Friends: Temporada 5: Rachel, la despistada (Capítulo 17)",,Android DefaultWidevineL3Phone Android Phone,00:19:09,Not latest view,AR (Argentina)
Cesar.Talia,2019-10-04 06:13:24,00:03:56,,"Friends: Temporada 5: Rachel, la despistada (Capítulo 17)",,Android DefaultWidevineL3Phone Android Phone,00:04:36,Not latest view,AR (Argentina)
Cesar.Talia,2019-10-04 04:05:58,00:02:59,,Friends: Temporada 5: El policía (Capítulo 16),,Chrome PC (Cadmium),00:22:02,00:22:02,AR (Argentina)
Cesar.Talia,2019-10-04 04:00:43,00:04:59,,Friends: Temporada 5: El policía (Capítulo 16),,Chrome PC (Cadmium),00:19:02,Not latest view,AR (Argentina)
Cesar.Talia,2019-10-04 03:27:47,00:23:29,Autoplayed: user action: Unspecified; ,Vis a vis: Temporada 4: La fuga (Capítulo 2),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:24:10,Not latest view,AR (Argentina)
Cesar.Talia,2019-10-04 02:41:00,00:45:33,Autoplayed: user action: Unspecified; ,Vis a vis: Temporada 4: La Barbie (Capítulo 1),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:51:59,00:51:59,AR (Argentina)
Cesar.Talia,2019-10-04 00:42:02,00:23:29,,Erased: Temporada 1: Episodio 10 (Capítulo 10),,LG 2014 MTK Smart TV,00:23:29,00:23:29,AR (Argentina)
Cesar.Talia,2019-10-04 00:07:17,00:28:37,,Erased: Temporada 1: Episodio 9 (Capítulo 9),,LG 2014 MTK Smart TV,00:28:36,00:28:36,AR (Argentina)
Cesar.Talia,2019-10-03 23:46:59,00:13:21,Autoplayed: user action: Unspecified; ,Friends: Temporada 5: El policía (Capítulo 16),,Chrome PC (Cadmium),00:14:03,Not latest view,AR (Argentina)
Cesar.Talia,2019-10-03 23:43:50,00:03:00,,Friends: Temporada 5: La chica que golpea a Joey (Capítulo 15),,Chrome PC (Cadmium),00:22:07,00:22:07,AR (Argentina)
Cesar.Talia,2019-10-03 23:41:49,00:01:42,,Friends: Temporada 5: La chica que golpea a Joey (Capítulo 15),,Chrome PC (Cadmium),00:19:06,Not latest view,AR (Argentina)
Cesar.Talia,2019-10-03 22:16:43,00:10:39,,Friends: Temporada 5: La chica que golpea a Joey (Capítulo 15),,Android DefaultWidevineL3Phone Android Phone,00:17:24,Not latest view,AR (Argentina)
Cesar.Talia,2019-10-03 21:58:46,00:06:14,,Friends: Temporada 5: La chica que golpea a Joey (Capítulo 15),,Chrome PC (Cadmium),00:06:45,Not latest view,AR (Argentina)
Cesar.Talia,2019-10-03 19:12:13,00:21:32,Autoplayed: user action: Unspecified; ,Friends: Temporada 5: Cuando todos se enteran (Capítulo 14),,Chrome PC (Cadmium),00:22:08,00:22:08,AR (Argentina)
Cesar.Talia,2019-10-03 18:50:05,00:22:05,Autoplayed: user action: None; ,Friends: Temporada 5: El bolso de Joey (Capítulo 13),,Chrome PC (Cadmium),00:22:06,00:22:06,AR (Argentina)
Cesar.Talia,2019-10-03 18:28:35,00:21:28,Autoplayed: user action: None; ,Friends: Temporada 5: La risa boba de Chandler (Capítulo 12),,Chrome PC (Cadmium),00:22:09,00:22:09,AR (Argentina)
Cesar.Talia,2019-10-03 18:06:52,00:21:27,,Friends: Temporada 5: Los propósitos de Año Nuevo (Capítulo 11),,Chrome PC (Cadmium),00:22:09,00:22:09,AR (Argentina)
Cesar.Talia,2019-10-03 18:04:06,00:02:30,,Friends: Temporada 5: La hermana inapropiada (Capítulo 10),,Chrome PC (Cadmium),00:22:08,00:22:08,AR (Argentina)
Cesar.Talia,2019-10-03 18:03:48,00:00:04,,Friends: Temporada 5: La hermana inapropiada (Capítulo 10),,Chrome PC (Cadmium),00:19:37,Not latest view,AR (Argentina)
Cesar.Talia,2019-10-03 17:36:17,00:18:54,Autoplayed: user action: None; ,Friends: Temporada 5: La hermana inapropiada (Capítulo 10),,Chrome PC (Cadmium),00:19:33,Not latest view,AR (Argentina)
Cesar.Talia,2019-10-03 17:07:40,00:20:34,,Friends: Temporada 5: El emparedado de Ross (Capítulo 9),,Chrome PC (Cadmium),00:22:09,00:22:09,AR (Argentina)
Cesar.Talia,2019-10-03 16:21:57,00:00:30,,Friends: Temporada 5: El emparedado de Ross (Capítulo 9),,Android DefaultWidevineL3Phone Android Phone,00:00:58,Not latest view,AR (Argentina)
Cesar.Talia,2019-10-03 05:07:46,00:00:28,,Friends: Temporada 5: El emparedado de Ross (Capítulo 9),,Android DefaultWidevineL3Phone Android Phone,00:00:28,Not latest view,AR (Argentina)
Cesar.Talia,2019-10-03 04:46:20,00:21:23,,Friends: Temporada 5: Todos los Días de Gracias (Capítulo 8),,Android DefaultWidevineL3Phone Android Phone,00:22:04,00:22:04,AR (Argentina)
Cesar.Talia,2019-10-03 04:05:39,00:21:25,,Friends: Temporada 5: Ross se muda con los muchachos (Capítulo 7),,Android DefaultWidevineL3Phone Android Phone,00:22:06,00:22:06,AR (Argentina)
Cesar.Talia,2019-10-03 03:55:59,00:01:40,Autoplayed: user action: None; ,Vis a vis: Temporada 4: La Barbie (Capítulo 1),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:05:58,Not latest view,AR (Argentina)
Cesar.Talia,2019-10-03 03:14:06,00:40:47,Autoplayed: user action: Unspecified; ,Vis a vis: Temporada 3: Lo que sabemos de los monstruos (Capítulo 8),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:42:11,00:42:11,AR (Argentina)
Cesar.Talia,2019-10-03 02:31:57,00:38:56,Autoplayed: user action: Unspecified; ,Vis a vis: Temporada 3: Fuimos niñas (Capítulo 7),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:42:55,00:42:55,AR (Argentina)
Cesar.Talia,2019-10-03 01:21:41,00:09:13,Autoplayed: user action: Unspecified; ,Erased: Temporada 1: Episodio 8 (Capítulo 8),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:24:22,00:24:22,AR (Argentina)
Cesar.Talia,2019-10-02 22:13:18,00:21:25,Autoplayed: user action: None; ,Friends: Temporada 5: El hombre Yeti (Capítulo 6),,Chrome PC (Cadmium),00:22:06,00:22:06,AR (Argentina)
Cesar.Talia,2019-10-02 21:59:38,00:09:35,,Friends: Temporada 5: Cómo decirle a Rachel (Capítulo 5),,Chrome PC (Cadmium),00:22:08,00:22:08,AR (Argentina)
Cesar.Talia,2019-10-02 21:50:41,00:08:18,,Friends: Temporada 5: Cómo decirle a Rachel (Capítulo 5),,Android DefaultWidevineL3Phone Android Phone,00:12:32,Not latest view,AR (Argentina)
Cesar.Talia,2019-10-02 21:40:50,00:04:17,,Friends: Temporada 5: Cómo decirle a Rachel (Capítulo 5),,Android DefaultWidevineL3Phone Android Phone,00:04:17,Not latest view,AR (Argentina)
Cesar.Talia,2019-10-02 21:36:25,00:04:22,,Friends: Temporada 5: Phoebe odia a la PBS (Capítulo 4),,Android DefaultWidevineL3Phone Android Phone,00:22:06,00:22:06,AR (Argentina)
Cesar.Talia,2019-10-02 18:28:21,00:17:24,,Friends: Temporada 5: Phoebe odia a la PBS (Capítulo 4),,Chrome PC (Cadmium),00:18:06,Not latest view,AR (Argentina)
Cesar.Talia,2019-10-02 18:04:53,00:21:32,,Friends: Temporada 5: Los trillizos (Capítulo 3),,Chrome PC (Cadmium),00:22:05,00:22:05,AR (Argentina)
Cesar.Talia,2019-10-02 17:29:13,00:21:52,Autoplayed: user action: None; ,"Friends: Temporada 5: Chandler, el besucón (Capítulo 2)",,Chrome PC (Cadmium),00:22:05,00:22:05,AR (Argentina)
Cesar.Talia,2019-10-02 16:54:46,00:21:37,Autoplayed: user action: None; ,Friends: Temporada 5: Después de que Ross dice Rachel (Capítulo 1),,Chrome PC (Cadmium),00:22:08,00:22:08,AR (Argentina)
Cesar.Talia,2019-10-02 16:40:12,00:12:15,,Friends: Temporada 4: La boda de Ross: Segunda parte (Capítulo 24),,Chrome PC (Cadmium),00:21:31,00:21:31,AR (Argentina)
Cesar.Talia,2019-10-02 03:54:28,00:08:29,,Friends: Temporada 4: La boda de Ross: Segunda parte (Capítulo 24),,Android DefaultWidevineL3Phone Android Phone,00:09:24,Not latest view,AR (Argentina)
Cesar.Talia,2019-10-02 03:44:09,00:10:15,,Friends: Temporada 4: La boda de Ross: Primera parte (Capítulo 23),,Android DefaultWidevineL3Phone Android Phone,00:22:03,00:22:03,AR (Argentina)
Cesar.Talia,2019-10-02 03:27:01,00:10:58,Autoplayed: user action: None; ,Friends: Temporada 4: La boda de Ross: Primera parte (Capítulo 23),,Chrome PC (Cadmium),00:11:39,Not latest view,AR (Argentina)
Cesar.Talia,2019-10-02 03:23:52,00:03:03,,Friends: Temporada 4: El peor padrino del mundo (Capítulo 22),,Chrome PC (Cadmium),00:22:15,00:22:15,AR (Argentina)
Cesar.Talia,2019-10-02 03:04:09,00:18:54,,Friends: Temporada 4: El peor padrino del mundo (Capítulo 22),,Chrome PC (Cadmium),00:19:11,Not latest view,AR (Argentina)
Cesar.Talia,2019-10-02 02:50:48,00:13:02,Autoplayed: user action: None; ,Friends: Temporada 4: La invitación (Capítulo 21),,Chrome PC (Cadmium),00:22:07,00:22:07,AR (Argentina)
Cesar.Talia,2019-10-02 02:31:49,00:03:40,Autoplayed: user action: Unspecified; ,Vis a vis: Temporada 3: Fuimos niñas (Capítulo 7),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:05:31,Not latest view,AR (Argentina)
Cesar.Talia,2019-10-02 02:24:45,00:21:07,,Friends: Temporada 4: Las tres con vestido de novia (Capítulo 20),,Chrome PC (Cadmium),00:21:42,00:21:42,AR (Argentina)
Cesar.Talia,2019-10-02 02:05:16,00:19:26,,Friends: Temporada 4: Todo apresurado (Capítulo 19),,Chrome PC (Cadmium),00:22:05,00:22:05,AR (Argentina)
Cesar.Talia,2019-10-02 02:02:04,00:02:28,,Friends: Temporada 4: Todo apresurado (Capítulo 19),,Android DefaultWidevineL3Phone Android Phone,00:03:05,Not latest view,AR (Argentina)
Cesar.Talia,2019-10-02 01:58:47,00:03:14,,Friends: Temporada 4: El nuevo vestido de Rachel (Capítulo 18),,Android DefaultWidevineL3Phone Android Phone,00:22:08,00:22:08,AR (Argentina)
Cesar.Talia,2019-10-02 01:46:18,00:11:02,,Friends: Temporada 4: El nuevo vestido de Rachel (Capítulo 18),,Android DefaultWidevineL3Phone Android Phone,00:18:57,Not latest view,AR (Argentina)
Cesar.Talia,2019-10-02 01:38:48,00:44:56,Autoplayed: user action: Unspecified; ,Vis a vis: Temporada 3: Seis meses dan para mucho (Capítulo 6),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:46:10,00:46:10,AR (Argentina)
Cesar.Talia,2019-10-02 00:46:04,00:45:42,Autoplayed: user action: Unspecified; ,Vis a vis: Temporada 3: Alguien a quien le importes una mierda (Capítulo 5),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:47:33,00:47:33,AR (Argentina)
Cesar.Talia,2019-10-02 00:37:16,00:08:28,,Vis a vis: Temporada 3: La bandera en el muro (Capítulo 4),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:48:20,00:48:20,AR (Argentina)
Cesar.Talia,2019-10-02 00:00:59,00:15:09,,Erased: Temporada 1: Episodio 8 (Capítulo 8),,LG 2014 MTK Smart TV,00:15:09,Not latest view,AR (Argentina)
Cesar.Talia,2019-10-01 19:41:45,00:07:16,,Friends: Temporada 4: El nuevo vestido de Rachel (Capítulo 18),,Android DefaultWidevineL3Phone Android Phone,00:07:56,Not latest view,AR (Argentina)
Cesar.Talia,2019-10-01 19:27:12,00:20:57,Autoplayed: user action: Unspecified; ,Vis a vis: Temporada 3: La bandera en el muro (Capítulo 4),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:39:53,Not latest view,AR (Argentina)
Cesar.Talia,2019-10-01 19:19:41,00:21:24,,Friends: Temporada 4: Pornografía gratis (Capítulo 17),,Android DefaultWidevineL3Phone Android Phone,00:22:05,00:22:05,AR (Argentina)
Cesar.Talia,2019-10-01 19:19:36,00:00:03,,Friends: Temporada 4: La fiesta de mentiras (Capítulo 16),,Android DefaultWidevineL3Phone Android Phone,00:00:02,00:00:02,AR (Argentina)
Cesar.Talia,2019-10-01 19:19:31,00:00:02,,Friends: Temporada 4: Cuando Ross juega rugby (Capítulo 15),,Android DefaultWidevineL3Phone Android Phone,00:09:57,00:09:57,AR (Argentina)
Cesar.Talia,2019-09-30 02:34:42,00:27:30,Autoplayed: user action: Unspecified; ,Erased: Temporada 1: Episodio 7 (Capítulo 7),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:27:30,00:27:30,AR (Argentina)
Cesar.Talia,2019-09-30 02:15:15,00:19:07,Autoplayed: user action: Unspecified; ,Vis a vis: Temporada 3: La bandera en el muro (Capítulo 4),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:20:15,Not latest view,AR (Argentina)
